int,sp,N1,N2,Ns,Nd,Nr,int_start,int_end,interval_length,M_Koh,R_Koh,...1,Latin,pft
7,diptpa,17,25,13,4,12,2010-05-25,2015-07-18,5.151477840451239,1.7252440997913043e-6,5.175732299373913e-6,90,Dipteryx oleifera,ST_DT
7,ast2gr,67,83,60,7,23,2010-04-06,2015-05-22,5.12787933578518,2.852773087177626e-6,9.373397286440772e-6,91,Astronium graveolens,ST_DT
7,hirtam,13,9,8,5,1,2010-07-06,2015-09-21,5.211684814424532,2.312701343381704e-6,4.6254026867634086e-7,92,Hirtella americana,ST_DT
7,tropra,169,153,127,42,26,2010-06-12,2015-08-15,5.180047585217111,1.813797941506661e-5,1.122827297123171e-5,94,Trophis racemosa,ST_DT
7,protpa,2556,2634,2153,403,481,2010-04-21,2015-06-06,5.128037055609788,1.682148453626242e-4,2.007725573682934e-4,95,Protium panamense,LD_DI
7,unonpi,349,419,260,89,159,2010-05-30,2015-08-02,5.177019152376946,3.858420946731547e-5,6.893134050902426e-5,99,Unonopsis pittieri,LD_DI
7,maquco,727,623,587,140,36,2010-05-17,2015-07-12,5.156491369128968,5.908098047692791e-5,1.5192252122638604e-5,97,Maquira guianensis,ST_DI
7,gar2ma,344,331,301,43,30,2010-04-27,2015-06-13,5.132696901566778,1.7668072738126148e-5,1.2326562375436847e-5,98,Garcinia madruno,ST_DI
7,macrgl,42,44,33,9,11,2010-07-22,2015-09-20,5.166714107809999,3.830695852548933e-6,4.681961597559806e-6,100,Macrocnemum roseum,LD_DT
7,cordla,640,597,431,209,166,2010-05-12,2015-07-08,5.156665418989922,9.446949328558177e-5,7.50331860545769e-5,110,Cordia lasiocalyx,LD_DT
7,cupala,41,52,31,10,21,2010-06-23,2015-08-23,5.1720617337890875,4.314976228711662e-6,9.06145008029449e-6,102,Cupania latifolia,ST_DT
7,xyl1ma,1135,1500,973,162,527,2010-05-26,2015-07-24,5.163442310864356,6.670487961807406e-5,2.1699673801682117e-4,104,Xylopia macrantha,ST_DI
7,geniam,33,32,30,3,2,2010-06-24,2015-08-30,5.1873287671232875,1.2015885222250458e-6,8.010590148166972e-7,105,Genipa americana,ST_DT
7,ingasp,10,8,5,5,3,2010-05-24,2015-06-23,5.085410958904109,2.5484030675107853e-6,1.5290418405064713e-6,106,Inga spectabilis,ST_DT
7,hampap,135,65,29,106,36,2010-06-07,2015-07-18,5.11633610428131,7.009938186688705e-5,2.3807337237810696e-5,107,Hampea appendiculata,LD_DI
7,nectci,123,129,93,30,36,2010-03-03,2015-04-05,5.092217758749748,1.3142379830721589e-5,1.577085579686591e-5,111,Nectandra cissiflora,ST_DI
7,maytsc,35,37,33,2,4,2010-06-16,2015-08-30,5.208164171999781,7.86391417503055e-7,1.57278283500611e-6,113,Maytenus schippii,ST_DI
7,phoeci,50,44,24,26,20,2010-05-13,2015-07-03,5.14151681195517,1.3303219169434621e-5,1.0233245514949708e-5,114,Cinnamomum triplinerve,LD_DT
7,licahy,112,131,106,6,25,2010-05-18,2015-07-07,5.141045659610692,2.3862034550687097e-6,9.942514396119623e-6,115,Licania hypoleuca,ST_DI
7,tachve,1770,1602,1219,551,383,2010-05-12,2015-07-10,5.16481366599158,2.466107195269681e-4,1.7141906638625914e-4,116,Tachigali versicolor,ST_DT
7,protco,408,438,303,105,135,2010-05-23,2015-07-27,5.180858344463703,4.554226143548068e-5,5.85543361313323e-5,117,Protium costaricense,ST_DI
7,celtsc,22,19,17,5,2,2010-06-03,2015-08-06,5.180264796486857,2.136337012667014e-6,8.545348050668057e-7,118,Celtis schippii,ST_DT
7,ormocr,90,91,81,9,10,2010-07-17,2015-09-22,5.183954705872507,3.621456662563665e-6,4.02384073618185e-6,129,Ormosia coccinea,ST_DT
7,turpoc,40,17,11,29,6,2010-06-23,2015-09-06,5.208900080580183,1.7561339619754472e-5,3.6333806109836843e-6,122,Turpinia occidentalis,LD_DT
7,ingasa,74,93,48,26,45,2010-05-11,2015-07-09,5.1637959656519055,1.190059293453079e-5,2.0597180078995602e-5,124,Inga sapindoides,ST_DI
7,ocotce,219,255,157,62,98,2010-05-17,2015-06-30,5.122398713660726,2.7554035220900683e-5,4.355315244593979e-5,125,Ocotea cernua,LD_DT
7,guargr,37,52,29,8,23,2010-05-16,2015-07-21,5.182658844302672,3.398038214656765e-6,9.769359867138199e-6,126,Guarea grandifolia,ST_DT
7,ingapu,41,22,14,27,8,2010-06-10,2015-08-04,5.1532363393372425,1.5433154283768876e-5,4.572786454450037e-6,127,Inga punctata,ST_DT
7,nectgl,187,188,78,109,110,2010-07-02,2015-09-07,5.185610749426822,5.8033754018145134e-5,5.856617377977949e-5,128,Nectandra lineata,ST_DT
7,micoar,563,512,192,371,320,2010-05-05,2015-07-03,5.164665892494346,2.1172642874101933e-4,1.8262117842891156e-4,130,Miconia argentea,ST_DT
7,ficuc2,3,4,2,1,2,2010-06-09,2015-08-13,5.181963470319635,4.515755163236892e-7,9.031510326473784e-7,131,Ficus costaricana,LD_DT
7,ficuin,10,6,6,4,0,2010-05-21,2015-06-21,5.087579908675799,1.9106048073087204e-6,0,132,Ficus insipida,LD_DT
7,ormoma,94,98,72,22,26,2010-04-27,2015-06-13,5.130474842224855,9.520745186161057e-6,1.1251789765463067e-5,133,Ormosia macrocalyx,ST_DT
7,termam,13,26,12,1,14,2010-03-27,2015-06-03,5.187987355110641,3.98061585292903e-7,5.572862194100642e-6,137,Terminalia amazonia,ST_DT
7,tri2pa,273,250,200,73,50,2010-05-12,2015-07-02,5.144168678809776,3.204683062686123e-5,2.1949883991000842e-05,134,Trichilia pallida,ST_DT
7,pse1se,28,15,9,19,6,2010-06-14,2015-08-08,5.152772341813437,1.1070894640020356e-5,3.4960719915853756e-6,138,Pseudobombax septenatum,LD_DT
7,pochse,8,9,7,1,2,2010-06-14,2015-08-25,5.200837138508372,4.05570897828472e-7,8.11141795656944e-7,142,Pachira sessilis,LD_DT
7,ocotpu,118,121,77,41,44,2010-05-18,2015-07-24,5.184832302594082,1.8652055897759112e-5,2.0016840475643925e-5,143,Ocotea puberula,LD_DI
7,ingaru,3,2,2,1,0,2010-09-16,2015-11-22,5.1876712328767125,4.510978320241148e-7,0,145,Inga ruiziana,ST_DT
7,cuparu,91,106,67,24,39,2010-04-30,2015-06-16,5.131098986307039,1.0542089721176506e-5,1.7130895796911824e-5,146,Cupania rufescens,ST_DT
7,poutfo,1,1,0,1,1,2010-03-02,2015-07-21,5.389041095890411,2e-6,2e-6,147,Pouteria fossicola,ST_DI
7,vochfe,19,28,8,11,20,2010-05-12,2015-06-03,5.062030075187968,5.968922399321832e-6,1.085258618058515e-5,148,Vochysia ferruginea,LD_DI
7,coccco,105,102,75,30,27,2010-05-09,2015-06-24,5.127704999808134,1.3337503232240863e-5,1.2003752909016776e-5,150,Coccoloba coronata,ST_DT
7,cupaci,8,14,6,2,8,2010-05-20,2015-06-28,5.107534246575343,8.762904403841585e-7,3.505161761536634e-6,164,Cupania cinerea,ST_DT
7,tri4ga,1,1,0,1,1,2010-09-22,2015-06-02,4.695890410958904,2e-6,2e-6,151,Trichospermum galeottii,LD_DT
7,laetpr,11,15,3,8,12,2010-03-01,2015-05-18,5.2157907845579174,4.8510525677658216e-6,7.276578851648732e-6,152,Laetia procera,ST_DT
7,cedrod,8,3,2,6,1,2010-05-20,2015-07-30,5.198173515981735,3.745417125990167e-6,6.242361876650279e-7,155,Cedrela odorata,LD_DT
7,ingaqu,278,258,208,70,50,2010-05-19,2015-07-10,5.14516880920239,3.0479814267715806e-5,2.177129590551129e-5,156,Inga nobilis,ST_DT
7,pourbi,95,106,52,43,54,2010-02-22,2015-03-25,5.088572866645804,2.1220124884020636e-5,2.6648528924118936e-5,157,Pourouma bicolor,LD_DI
7,pit1ma,16,25,11,5,14,2010-03-25,2015-05-14,5.139657534246568,2.249870431340085e-6,6.299637207752238e-6,158,Abarema macradenia,LD_DT
7,ingath,146,176,68,78,108,2010-03-13,2015-04-10,5.081587454579577,4.0765285977562927e-05,5.644424212277944e-5,159,Inga thibaudiana,ST_DI
7,oenoma,24,11,5,19,6,2010-05-03,2015-06-16,5.123017849730174,1.266015114500372e-5,3.9979424668432806e-6,165,Oenocarpus mapora,ST_DT
7,ery2ma,259,295,184,75,111,2010-05-24,2015-07-14,5.144495779072049,3.330619668658689e-5,4.92931710961486e-5,171,Erythroxylum macrophyllum,ST_DT
7,nectpu,60,71,45,15,26,2010-03-29,2015-05-24,5.155529616052482,6.512685966575731e-6,1.1288655675397934e-5,174,Nectandra purpurea,LD_DI
7,socrex,24,22,6,18,16,2010-03-15,2015-05-03,5.138013698630137,1.135087070037443e-5,1.0089662844777272e-5,163,Socratea exorrhiza,LD_DI
7,perexa,128,112,101,27,11,2010-03-05,2015-04-14,5.111952666340512,1.1593415572955677e-5,4.7232433815745345e-6,173,Perebea xanthochyma,ST_DI
7,schipa,9,4,4,5,0,2010-03-15,2015-03-31,5.046042617960427,2.6722397273826397e-6,0,176,Schizolobium parahyba,LD_DT
